"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 01 10:26:54 ICT 2024","Sat Jun 01 10:27:06 ICT 2024","11883","firefox","example.spec.ts","","","","has title - failed",""
